,Unnamed: 0,X2,X3,X5,X9,"Y(1=default, 0=non-default)",odds
257,257,12,1,1,4,1,0.397
258,258,15,2,2,3,0,-0.46599999999999997
259,259,11,4,2,1,0,-1.916
260,260,12,2,1,1,0,-0.6359999999999999
261,261,24,2,1,3,0,0.16199999999999998
262,262,18,4,1,4,0,-0.7909999999999999
263,263,12,4,1,4,0,-1.001
264,264,10,4,1,1,0,-1.638
265,265,15,2,1,3,1,-0.15300000000000002
266,266,36,4,5,1,0,-1.9799999999999995
267,267,24,2,1,3,0,0.16199999999999998
268,268,14,2,1,2,1,-0.377
269,269,24,2,5,3,0,-1.09
270,270,18,2,5,2,0,-1.4889999999999999
271,271,12,4,3,3,0,-1.816
272,272,48,1,5,4,0,0.40500000000000025
273,273,48,2,1,1,1,0.6240000000000001
274,274,30,2,1,4,1,0.5609999999999999
275,275,9,2,1,1,0,-0.7409999999999999
276,276,18,4,1,3,0,-0.98
277,277,12,2,5,2,0,-1.6989999999999998
278,278,6,2,1,2,1,-0.6569999999999999
279,279,24,2,2,3,0,-0.15100000000000002
280,280,15,4,4,4,0,-1.8350000000000002
281,281,12,2,1,1,0,-0.6359999999999999
282,282,18,1,5,3,0,-0.8339999999999999
283,283,15,4,5,2,0,-2.526
284,284,24,4,2,3,0,-1.083
285,285,47,2,1,1,0,0.5890000000000002
286,286,48,2,1,2,0,0.8130000000000002
287,287,48,3,2,4,0,0.41200000000000003
288,288,12,2,1,1,0,-0.6359999999999999
289,289,24,3,1,1,1,-0.6819999999999999
290,290,12,2,1,1,0,-0.6359999999999999
291,291,36,2,1,3,1,0.5820000000000001
292,292,24,4,1,4,0,-0.581
293,293,42,4,1,4,0,0.049000000000000155
294,294,48,4,5,3,0,-1.182
295,295,48,2,1,3,1,1.002
296,296,12,2,5,3,0,-1.51
297,297,10,2,5,2,0,-1.7690000000000001
298,298,18,2,1,1,0,-0.426
299,299,21,4,4,3,0,-1.8140000000000003
300,300,6,2,1,1,0,-0.8459999999999999
301,301,36,0,1,3,1,1.5140000000000002
302,302,24,4,5,1,1,-2.4
303,303,10,4,1,2,0,-1.4489999999999998
304,304,48,4,3,4,1,-0.367
305,305,6,2,4,1,0,-1.785
306,306,30,2,5,2,0,-1.069
307,307,12,2,2,4,1,-0.3819999999999999
308,308,8,2,1,1,1,-0.776
309,309,9,2,1,1,0,-0.7409999999999999
310,310,48,2,5,4,0,-0.06099999999999983
311,311,24,2,2,3,0,-0.15100000000000002
312,312,24,2,1,3,0,0.16199999999999998
313,313,12,2,1,3,1,-0.258
314,314,4,2,5,1,0,-2.168
315,315,36,1,1,3,1,1.0480000000000003
316,316,12,2,1,2,0,-0.44699999999999995
317,317,24,2,5,2,0,-1.279
318,318,12,4,1,3,0,-1.19
319,319,15,3,1,2,0,-0.8080000000000002
320,320,30,4,1,3,1,-0.56
321,321,24,2,1,2,1,-0.02699999999999997
322,322,24,2,1,4,0,0.35100000000000003
323,323,18,2,4,3,0,-0.9869999999999999
324,324,18,4,1,1,0,-1.3579999999999999
325,325,8,4,1,1,0,-1.708
326,326,12,4,5,2,0,-2.631
327,327,24,2,4,3,0,-0.7769999999999999
328,328,36,2,1,3,0,0.5820000000000001
329,329,6,2,1,3,0,-0.46799999999999997
330,330,24,4,1,4,0,-0.581
331,331,18,4,2,1,1,-1.6709999999999998
332,332,60,2,2,2,1,0.9200000000000002
333,333,48,4,2,3,1,-0.243
334,334,24,0,1,4,1,1.2830000000000001
335,335,6,4,1,1,1,-1.778
336,336,13,2,1,2,0,-0.41200000000000003
337,337,15,2,5,3,1,-1.405
338,338,24,2,1,2,0,-0.02699999999999997
339,339,10,2,1,3,0,-0.32800000000000007
340,340,24,4,1,4,0,-0.581
341,341,21,2,1,3,0,0.05699999999999994
342,342,18,2,3,1,0,-1.052
343,343,18,2,1,1,0,-0.426
344,344,10,2,1,2,0,-0.517
345,345,15,4,1,3,0,-1.085
346,346,13,4,1,1,0,-1.533
347,347,24,2,3,4,0,-0.27500000000000013
348,348,6,3,2,1,0,-1.625
349,349,9,4,4,4,1,-2.045
350,350,9,2,1,1,0,-0.7409999999999999
351,351,9,2,1,3,1,-0.363
352,352,18,4,5,4,0,-2.043
353,353,12,0,1,2,1,0.48500000000000004
354,354,10,2,3,4,0,-0.7650000000000001
355,355,24,2,1,1,1,-0.21599999999999997
356,356,12,4,5,1,0,-2.82
357,357,36,3,1,3,1,0.11600000000000005
358,358,12,2,1,1,0,-0.6359999999999999
359,359,30,2,1,1,1,-0.006000000000000005
360,360,18,2,5,4,0,-1.111
361,361,12,2,5,3,0,-1.51
362,362,12,3,1,3,0,-0.7240000000000002
363,363,6,2,1,2,0,-0.6569999999999999
364,364,18,2,1,3,1,-0.04800000000000004
365,365,12,2,1,3,0,-0.258
366,366,18,4,1,3,0,-0.98
367,367,18,2,1,3,0,-0.04800000000000004
368,368,36,2,1,3,1,0.5820000000000001
369,369,18,2,1,1,0,-0.426
370,370,36,2,5,1,0,-1.0479999999999996
371,371,18,4,1,3,0,-0.98
372,372,10,4,1,1,0,-1.638
373,373,60,4,5,4,0,-0.573
374,374,60,1,2,4,1,1.764
375,375,48,1,1,3,1,1.4680000000000002
376,376,18,3,1,1,0,-0.8919999999999999
377,377,7,3,5,4,0,-1.962
378,378,36,2,1,4,1,0.7710000000000001
379,379,6,4,2,3,0,-1.7130000000000003
380,380,20,2,5,3,0,-1.23
381,381,18,2,1,4,1,0.14100000000000001
382,382,22,2,5,2,0,-1.3489999999999998
383,383,12,2,1,1,0,-0.6359999999999999
384,384,30,3,2,2,0,-0.5960000000000001
385,385,18,4,1,3,0,-0.98
386,386,18,2,5,1,0,-1.678
387,387,18,4,1,2,0,-1.169
388,388,15,4,3,3,0,-1.711
389,389,9,2,1,3,0,-0.363
390,390,18,2,1,2,0,-0.237
391,391,12,2,4,1,0,-1.575
392,392,36,2,1,4,0,0.7710000000000001
393,393,6,4,1,3,0,-1.4000000000000001
394,394,9,4,1,3,0,-1.295
395,395,39,3,2,4,0,0.09700000000000009
396,396,12,2,1,4,0,-0.06899999999999995
397,397,36,4,1,2,0,-0.5389999999999998
398,398,12,2,1,1,1,-0.6359999999999999
399,399,24,4,4,1,0,-2.0869999999999997
400,400,18,2,1,1,0,-0.426
401,401,18,4,5,1,0,-2.61
402,402,24,3,1,3,1,-0.30400000000000005
403,403,14,3,1,3,0,-0.6540000000000001
404,404,18,3,5,3,0,-1.7660000000000002
405,405,24,2,1,2,1,-0.02699999999999997
406,406,24,4,5,3,0,-2.0220000000000002
407,407,15,2,1,1,0,-0.5309999999999999
408,408,24,2,3,3,0,-0.4640000000000002
409,409,12,4,3,1,1,-2.194
410,410,24,2,1,3,0,0.16199999999999998
411,411,33,4,1,3,0,-0.45500000000000007
412,412,12,4,1,3,1,-1.19
413,413,10,2,3,4,0,-0.7650000000000001
414,414,24,2,5,2,1,-1.279
415,415,36,4,1,2,0,-0.5389999999999998
416,416,12,2,1,1,1,-0.6359999999999999
417,417,18,3,5,3,0,-1.7660000000000002
418,418,21,2,3,3,0,-0.5690000000000002
419,419,18,2,5,2,1,-1.4889999999999999
420,420,15,2,4,3,0,-1.092
421,421,12,2,5,3,0,-1.51
422,422,12,4,1,1,0,-1.5679999999999998
423,423,21,3,2,1,0,-1.1
424,424,12,2,5,2,1,-1.6989999999999998
425,425,18,2,1,3,0,-0.04800000000000004
426,426,28,4,1,3,0,-0.6300000000000001
427,427,18,4,4,1,0,-2.2969999999999997
428,428,9,2,1,3,0,-0.363
429,429,18,4,1,4,1,-0.7909999999999999
430,430,5,2,1,1,0,-0.881
431,431,24,2,1,3,1,0.16199999999999998
432,432,6,4,1,4,0,-1.211
433,433,24,4,1,1,0,-1.148
434,434,9,2,1,1,0,-0.7409999999999999
435,435,12,2,5,1,1,-1.888
436,436,6,2,3,1,0,-1.472
437,437,24,4,4,1,0,-2.0869999999999997
438,438,42,4,1,3,0,-0.1399999999999999
439,439,12,1,1,1,1,-0.16999999999999998
440,440,12,2,1,3,0,-0.258
441,441,12,2,1,2,0,-0.44699999999999995
442,442,20,3,1,3,0,-0.4440000000000002
443,443,12,2,1,3,1,-0.258
444,444,48,4,1,3,1,0.07
445,445,9,4,5,2,0,-2.7359999999999998
446,446,36,2,1,3,1,0.5820000000000001
447,447,7,2,1,1,0,-0.8109999999999999
448,448,12,2,5,1,0,-1.888
449,449,15,3,4,2,1,-1.7469999999999999
450,450,36,4,5,3,0,-1.6019999999999996
451,451,6,2,1,1,0,-0.8459999999999999
452,452,12,0,1,2,0,0.48500000000000004
453,453,24,2,1,3,0,0.16199999999999998
454,454,24,2,1,2,1,-0.02699999999999997
455,455,24,2,1,4,0,0.35100000000000003
456,456,11,4,1,1,0,-1.603
457,457,12,2,1,4,1,-0.06899999999999995
458,458,6,2,1,1,0,-0.8459999999999999
459,459,18,2,1,3,0,-0.04800000000000004
460,460,36,2,1,2,0,0.3930000000000002
461,461,15,2,1,1,0,-0.5309999999999999
462,462,12,2,1,1,0,-0.6359999999999999
463,463,12,2,5,2,0,-1.6989999999999998
464,464,18,2,1,3,0,-0.04800000000000004
465,465,24,2,1,4,0,0.35100000000000003
466,466,24,3,1,3,1,-0.30400000000000005
467,467,48,3,5,3,0,-0.716
468,468,33,3,1,3,0,0.010999999999999899
469,469,24,3,1,3,0,-0.30400000000000005
470,470,24,2,2,3,1,-0.15100000000000002
471,471,6,2,1,2,1,-0.6569999999999999
472,472,9,2,1,3,1,-0.363
473,473,6,2,5,2,0,-1.9089999999999998
474,474,18,4,1,3,1,-0.98
475,475,18,0,1,2,1,0.6950000000000001
476,476,39,2,3,3,0,0.061000000000000054
477,477,24,2,1,3,0,0.16199999999999998
478,478,12,2,2,1,0,-0.9489999999999998
479,479,15,4,1,3,0,-1.085
480,480,12,4,1,1,0,-1.5679999999999998
481,481,24,2,1,2,0,-0.02699999999999997
482,482,30,2,4,2,0,-0.7559999999999999
483,483,15,3,4,2,0,-1.7469999999999999
484,484,12,4,3,1,0,-2.194
485,485,6,3,1,2,1,-1.1230000000000002
486,486,12,2,1,3,0,-0.258
487,487,24,2,1,4,0,0.35100000000000003
488,488,10,2,2,1,0,-1.0190000000000001
489,489,6,2,1,2,0,-0.6569999999999999
490,490,12,4,1,4,0,-1.001
491,491,27,0,1,4,1,1.3880000000000001
492,492,6,4,2,2,0,-1.9020000000000001
493,493,6,2,5,2,0,-1.9089999999999998
494,494,12,4,1,1,0,-1.5679999999999998
495,495,24,2,5,3,1,-1.09
496,496,36,2,2,4,1,0.4580000000000002
497,497,24,4,1,2,0,-0.959
498,498,18,2,1,1,0,-0.426
499,499,6,4,2,3,0,-1.7130000000000003
500,500,24,2,1,2,1,-0.02699999999999997
501,501,36,2,1,4,0,0.7710000000000001
502,502,9,2,2,1,0,-1.0539999999999998
503,503,24,4,2,4,1,-0.8939999999999999
504,504,24,2,1,2,1,-0.02699999999999997
505,505,10,2,5,2,1,-1.7690000000000001
506,506,15,4,3,3,0,-1.711
507,507,15,1,2,2,1,-0.18899999999999995
508,508,24,2,1,2,0,-0.02699999999999997
509,509,39,2,2,3,0,0.3740000000000001
510,510,12,2,1,1,1,-0.6359999999999999
511,511,36,2,1,4,0,0.7710000000000001
512,512,15,2,1,2,0,-0.34199999999999997
513,513,12,3,1,1,0,-1.102
514,514,24,2,5,2,0,-1.279
515,515,6,4,1,2,0,-1.589
516,516,6,4,1,1,0,-1.778
517,517,36,4,1,2,1,-0.5389999999999998
518,518,6,2,2,2,0,-0.9699999999999999
519,519,6,4,5,4,0,-2.463
520,520,24,4,1,4,0,-0.581
521,521,18,2,1,1,1,-0.426
522,522,48,0,1,4,1,2.123
523,523,24,2,2,3,0,-0.15100000000000002
524,524,18,2,1,1,0,-0.426
525,525,26,2,1,3,0,0.23200000000000004
526,526,15,4,2,3,0,-1.398
527,527,4,4,1,1,0,-1.8480000000000003
528,528,36,2,1,3,1,0.5820000000000001
529,529,6,2,1,1,0,-0.8459999999999999
530,530,36,2,1,3,0,0.5820000000000001
531,531,15,2,2,3,1,-0.46599999999999997
532,532,12,3,1,1,0,-1.102
533,533,24,2,2,2,0,-0.33999999999999997
534,534,24,2,5,3,0,-1.09
535,535,21,4,1,3,1,-0.875
536,536,6,2,5,2,0,-1.9089999999999998
537,537,18,4,1,2,0,-1.169
538,538,48,2,1,4,1,1.191
539,539,18,2,1,2,0,-0.237
540,540,12,2,1,1,1,-0.6359999999999999
541,541,24,3,1,4,0,-0.11499999999999999
542,542,30,2,5,2,1,-1.069
543,543,18,2,1,1,1,-0.426
544,544,12,4,1,1,0,-1.5679999999999998
545,545,24,3,1,1,1,-0.6819999999999999
546,546,24,4,1,3,0,-0.77
547,547,24,2,1,3,0,0.16199999999999998
548,548,12,1,1,1,1,-0.16999999999999998
549,549,48,4,5,4,0,-0.9929999999999999
550,550,12,4,5,1,0,-2.82
551,551,6,1,3,2,0,-0.8170000000000001
552,552,48,2,1,1,1,0.6240000000000001
553,553,12,4,2,3,0,-1.503
554,554,9,2,1,2,0,-0.5519999999999999
555,555,12,2,1,3,1,-0.258
556,556,18,0,2,3,1,0.5710000000000001
557,557,21,0,5,2,1,-0.45199999999999985
558,558,24,1,1,3,1,0.628
559,559,18,4,1,1,1,-1.3579999999999999
560,560,24,2,5,4,0,-0.901
561,561,24,1,1,3,1,0.628
562,562,6,3,1,2,0,-1.1230000000000002
563,563,36,2,5,4,1,-0.48099999999999965
564,564,24,3,5,2,0,-1.745
565,565,24,3,2,2,0,-0.8060000000000002
566,566,12,2,1,3,1,-0.258
567,567,24,4,4,3,0,-1.7089999999999999
568,568,48,2,5,3,0,-0.2499999999999999
569,569,48,2,1,3,1,1.002
570,570,24,2,1,1,1,-0.21599999999999997
571,571,30,4,1,3,0,-0.56
572,572,24,2,5,2,0,-1.279
573,573,15,2,1,2,0,-0.34199999999999997
574,574,9,2,1,3,0,-0.363
575,575,15,4,1,3,0,-1.085
576,576,12,2,1,1,0,-0.6359999999999999
577,577,24,4,5,3,0,-2.0220000000000002
578,578,36,4,1,3,1,-0.34999999999999987
579,579,24,2,1,3,0,0.16199999999999998
580,580,18,4,1,1,1,-1.3579999999999999
581,581,12,4,1,1,0,-1.5679999999999998
582,582,9,2,1,1,0,-0.7409999999999999
583,583,36,2,1,4,1,0.7710000000000001
584,584,12,2,5,4,0,-1.321
585,585,18,2,1,1,1,-0.426
586,586,9,4,1,1,0,-1.6729999999999998
587,587,12,2,1,2,0,-0.44699999999999995
588,588,18,2,1,1,1,-0.426
589,589,12,4,1,2,1,-1.379
590,590,12,4,1,1,0,-1.5679999999999998
591,591,24,3,5,3,0,-1.5560000000000003
592,592,21,2,4,1,0,-1.2599999999999998
593,593,24,2,1,2,1,-0.02699999999999997
594,594,24,1,5,3,1,-0.6239999999999999
595,595,6,1,2,2,1,-0.504
596,596,24,2,1,3,1,0.16199999999999998
597,597,24,0,1,1,1,0.7160000000000002
598,598,18,4,1,2,1,-1.169
599,599,24,3,1,4,0,-0.11499999999999999
600,600,7,2,1,1,0,-0.8109999999999999
601,601,9,2,1,2,1,-0.5519999999999999
602,602,24,1,1,4,1,0.8170000000000001
603,603,36,2,1,3,1,0.5820000000000001
604,604,10,2,1,2,0,-0.517
605,605,24,1,3,1,0,-0.37599999999999995
606,606,24,4,1,1,0,-1.148
607,607,36,2,2,4,1,0.4580000000000002
608,608,18,2,1,1,0,-0.426
609,609,15,2,5,4,0,-1.216
610,610,12,2,2,2,1,-0.7599999999999999
611,611,10,2,2,4,1,-0.4520000000000002
612,612,21,2,4,3,0,-0.8819999999999999
613,613,24,1,1,3,0,0.628
614,614,18,3,1,1,1,-0.8919999999999999
615,615,48,0,5,3,0,0.6820000000000002
616,616,60,3,5,4,0,-0.10699999999999998
617,617,6,4,1,1,0,-1.778
618,618,30,2,2,3,1,0.05899999999999994
619,619,12,2,1,1,0,-0.6359999999999999
620,620,21,4,1,2,0,-1.064
621,621,18,4,1,2,1,-1.169
622,622,48,2,5,1,1,-0.6279999999999999
623,623,12,2,1,3,0,-0.258
624,624,18,2,1,4,1,0.14100000000000001
625,625,15,2,5,3,0,-1.405
626,626,6,2,1,1,0,-0.8459999999999999
627,627,9,1,2,4,1,-0.020999999999999908
628,628,42,4,3,1,0,-1.144
629,629,9,2,5,1,0,-1.9929999999999999
630,630,24,2,1,3,0,0.16199999999999998
631,631,18,1,1,3,1,0.41800000000000004
632,632,15,2,5,2,0,-1.5939999999999999
633,633,9,2,1,3,1,-0.363
634,634,24,2,1,3,1,0.16199999999999998
635,635,12,2,1,2,0,-0.44699999999999995
